"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"Chr01-anno1.g60914.t1",0,0,0,1,1,1
"Chr01-anno1.g60969.t1",0,0,0,1,0,0
"Chr01-anno1.g61525.t1",0,0,0,2,1,3
"Chr01-anno1.g62128.t1",0,0,0,1,1,1
"Chr01-anno1.g63078.t1",0,0,0,1,0,0
"Chr01-anno1.g64709.t1",0,0,0,4,25,16
"Chr01-anno1.g64825.t1",0,0,0,1,0,2
"Chr01-anno2.g47126.t1",0,0,0,1,0,0
"Chr01-long_reads1.PB.372.1",0,0,0,1,0,0
"Chr01-long_reads1.PB.76.1",0,0,0,1,14,8
"Chr02-anno1.g20476.t1",0,0,0,2,0,0
"Chr02-anno1.g21511.t2",0,0,0,3,1,2
"Chr02-anno1.g22695.t1",0,0,0,1,0,0
"Chr02-anno1.g24919.t1",0,0,0,1,0,0
"Chr02-anno1.g25049.t1",0,0,0,1,0,0
"Chr02-anno1.g25759.t1",0,0,0,1,0,0
"Chr02-anno1.g26822.t1",0,0,0,2,0,0
"Chr02-anno1.g27595.t1",0,0,0,1,0,0
"Chr02-anno2.g14669.t1",0,0,0,1,0,1
"Chr02-anno2.g14701.t1",0,0,0,1,1,0
"Chr02-long_reads1.PB.813.2",0,0,0,2,0,0
"Chr03-anno1.g52291.t1",0,0,0,1,4,4
"Chr03-anno1.g53900.t1",0,0,0,1,2,0
"Chr03-anno1.g54040.t1",0,0,0,2,5,0
"Chr03-anno1.g54081.t1",0,0,0,1,0,0
"Chr03-anno1.g55523.t1",0,0,0,1,1,1
"Chr03-anno1.g56518.t1",0,0,0,1,12,13
"Chr03-anno1.g57045.t1",0,0,0,1,0,0
"Chr03-anno1.g57227.t1",0,0,0,1,0,0
"Chr03-anno1.g57449.t1",0,0,0,1,0,0
"Chr03-anno1.g58042.t1",0,0,0,1,0,0
"Chr03-anno2.g17143.t1",0,0,0,1,0,0
"Chr03-anno2.g17362.t1",0,0,0,1,0,0
"Chr03-anno2.g21502.t1",0,0,0,1,0,0
"Chr03-long_reads1.PB.1596.1",0,0,0,1,0,0
"Chr04-anno1.g47937.t1",0,0,0,1,4,4
"Chr04-anno1.g50061.t1",0,0,0,1,10,12
"Chr04-anno1.g51298.t1",0,0,0,1,0,0
"Chr04-anno2.g24978.t1",0,0,0,1,0,0
"Chr04-anno2.g25123.t1",0,0,0,1,0,0
"Chr04-anno2.g25270.t1",0,0,0,1,0,0
"Chr04-anno2.g27307.t1",0,0,0,1,0,7
"Chr04-anno2.g30811.t1",0,0,0,1,0,0
"Chr04-long_reads1.PB.1723.1",0,0,0,1,1,0
"Chr05-anno1.g10762.t1",0,0,0,1,0,1
"Chr05-anno1.g12102.t1",0,0,0,1,0,0
"Chr05-anno1.g12149.t1",0,0,0,2,7,0
"Chr05-anno1.g12278.t1",0,0,0,1,2,3
"Chr05-anno1.g12298.t1",0,0,0,1,0,0
"Chr05-anno1.g12395.t1",0,0,0,1,0,0
"Chr05-anno1.g12783.t1",0,0,0,1,0,0
"Chr05-anno1.g6226.t1",0,0,0,1,0,0
"Chr05-anno1.g6292.t1",0,0,0,1,3,11
"Chr05-anno1.g6481.t1",0,0,0,1,0,0
"Chr05-anno1.g7416.t1",0,0,0,2,0,0
"Chr05-anno1.g7453.t1",0,0,0,1,0,0
"Chr05-anno1.g8076.t2",0,0,0,1,0,0
"Chr05-anno1.g8096.t1",0,0,0,2,8,7
"Chr05-anno1.g8513.t1",0,0,0,1,6,8
"Chr06-anno1.g13477.t1",0,0,0,1,0,0
"Chr06-anno1.g13544.t1",0,0,0,1,0,0
"Chr06-anno1.g14188.t1",0,0,0,1,0,0
"Chr06-anno1.g19601.t1",0,0,0,1,0,0
"Chr06-anno1.g19910.t1",0,0,0,2,11,12
"Chr06-anno1.g20242.t1",0,0,0,1,0,0
"Chr06-anno2.g51710.t1",0,0,0,1,0,0
"Chr06-anno2.g58134.t1",0,0,0,1,0,0
"Chr06-anno2.g59226.t1",0,0,0,1,2,3
"Chr06-long_reads1.PB.2955.1",0,0,0,1,4,0
"Chr06-long_reads1.PB.3326.1",0,0,0,1,0,0
"Chr07-anno1.g100.t1",0,0,0,1,0,0
"Chr07-anno1.g1133.t1",0,0,0,1,0,0
"Chr07-anno1.g2053.t1",0,0,0,1,0,0
"Chr07-anno1.g222.t1",0,0,0,1,1,2
"Chr07-anno1.g2897.t1",0,0,0,3,3,3
"Chr07-anno1.g3035.t1",0,0,0,2,0,0
"Chr07-anno1.g3884.t1",0,0,0,1,0,0
"Chr07-anno1.g5088.t1",0,0,0,1,1,1
"Chr07-anno1.g5125.t1",0,0,0,2,2,3
"Chr07-anno2.g59541.t1",0,0,0,1,0,0
"Chr07-anno2.g59786.t1",0,0,0,1,0,0
"Chr07-anno2.g64679.t1",0,0,0,1,1,1
"Chr07-anno2.g65879.t1",0,0,0,1,0,0
"Chr07-anno2.g66138.t1",0,0,0,1,1,1
"Chr07-long_reads1.PB.3437.1",0,0,0,1,0,0
"Chr07-long_reads1.PB.3498.2",0,0,0,1,0,0
"Chr08-anno1.g33726.t1",0,0,0,1,0,0
"Chr08-anno1.g34075.t1",0,0,0,1,0,0
"Chr08-anno1.g34455.t1",0,0,0,1,0,0
"Chr08-anno1.g34666.t1",0,0,0,2,4,7
"Chr08-anno1.g35704.t1",0,0,0,1,3,3
"Chr08-anno1.g38046.t1",0,0,0,1,0,0
"Chr08-anno1.g38960.t1",0,0,0,2,3,3
"Chr08-anno1.g39440.t1",0,0,0,1,0,0
"Chr08-anno2.g6040.t1",0,0,0,3,0,0
"Chr08-anno2.g995.t1",0,0,0,1,0,0
"Chr08-long_reads1.PB.4130.1",0,0,0,1,0,0
"Chr08-long_reads1.PB.4152.1",0,0,0,1,0,0
"Chr08-long_reads1.PB.4317.1",0,0,0,1,4,5
"Chr09-anno1.g39603.t1",0,0,0,1,0,0
"Chr09-anno1.g39979.t1",0,0,0,3,6,10
"Chr09-anno1.g40867.t1",0,0,0,1,5,5
"Chr09-anno1.g41561.t1",0,0,0,1,0,0
"Chr09-anno1.g44968.t1",0,0,0,1,5,1
"Chr09-anno2.g37328.t1",0,0,0,1,1,1
"Chr09-long_reads1.PB.4666.2",0,0,0,2,2,3
"Chr09-long_reads1.PB.4693.1",0,0,0,1,2,0
"Chr09-long_reads1.PB.5036.1",0,0,0,12,8,9
"Chr10-anno1.g27913.t1",0,0,0,1,1,1
"Chr10-anno1.g27947.t1",0,0,0,1,0,0
"Chr10-anno1.g28750.t1",0,0,0,1,0,0
"Chr10-anno1.g31517.t1",0,0,0,1,0,4
"Chr10-anno1.g31610.t1",0,0,0,1,0,0
"Chr10-anno1.g31613.t1",0,0,0,1,0,0
"Chr10-anno1.g31743.t1",0,0,0,2,5,5
"Chr10-anno1.g32003.t1",0,0,0,1,0,0
"Chr10-anno1.g32048.t1",0,0,0,1,2,1
"Chr10-anno1.g32446.t1",0,0,0,2,12,6
"Chr10-anno1.g32491.t1",0,0,0,1,0,0
"Chr10-anno1.g32696.t1",0,0,0,4,2,1
"Chr10-anno2.g31418.t1",0,0,0,1,0,1
"Chr10-anno2.g36992.t1",0,0,0,1,0,0
"FUN_003128-T1",0,0,0,1,0,0
"FUN_005750-T1",0,0,0,1,9,0
"FUN_005813-T1",0,0,0,1,0,0
"FUN_006944-T1",0,0,0,1,5,4
"FUN_007724-T1",0,0,0,1,0,0
"FUN_009151-T1",0,0,0,1,1,0
"FUN_009164-T1",0,0,0,1,0,0
"FUN_010842-T1",0,0,0,1,2,1
"FUN_011012-T1",0,0,0,1,0,0
"FUN_011323-T1",0,0,0,1,0,0
"FUN_012240-T1",0,0,0,2,0,0
"FUN_012344-T1",0,0,0,1,0,0
"FUN_012478-T1",0,0,0,1,0,0
"FUN_012555-T1",0,0,0,2,3,2
"FUN_013959-T1",0,0,0,1,9,15
"FUN_014551-T1",0,0,0,1,0,0
"FUN_014806-T1",0,0,0,1,0,0
"FUN_014946-T1",0,0,0,1,0,0
"FUN_016492-T1",0,0,0,1,0,0
"FUN_017995-T1",0,0,0,1,0,0
"FUN_018358-T1",0,0,0,2,0,0
"FUN_019661-T1",0,0,0,1,0,0
"FUN_020076-T1",0,0,0,1,0,0
"FUN_022208-T1",0,0,0,1,0,0
"FUN_023799-T1",0,0,0,1,0,0
"FUN_023823-T1",0,0,0,1,0,0
"FUN_027046-T1",0,0,0,1,0,0
"FUN_027475-T1",0,0,0,1,0,0
"FUN_028003-T1",0,0,0,1,0,0
"FUN_029908-T1",0,0,0,1,0,0
"FUN_029938-T1",0,0,0,1,0,0
"FUN_031228-T1",0,0,0,1,0,0
"FUN_031599-T1",0,0,0,1,0,0
"FUN_031873-T1",0,0,0,1,0,0
"FUN_032501-T1",0,0,0,1,4,4
"FUN_034448-T1",0,0,0,2,3,1
"FUN_034945-T1",0,0,0,2,0,0
"FUN_035230-T1",0,0,0,1,0,0
"FUN_036694-T1",0,0,0,1,0,0
"FUN_037554-T1",0,0,0,1,0,0
"FUN_038492-T1",0,0,0,1,0,0
"FUN_039821-T1",0,0,0,2,0,0
"FUN_039975-T1",0,0,0,1,0,0
"FUN_041092-T1",0,0,0,1,0,0
"FUN_041619-T1",0,0,0,1,0,0
"FUN_042738-T1",0,0,0,1,0,0
"FUN_043851-T1",0,0,0,1,0,0
"FUN_044698-T1",0,0,0,1,2,2
"FUN_045352-T1",0,0,0,1,13,6
"FUN_046082-T1",0,0,0,1,0,0
"FUN_046508-T1",0,0,0,1,2,2
"FUN_048051-T1",0,0,0,1,0,0
"FUN_049671-T1",0,0,0,1,0,0
"FUN_050145-T1",0,0,0,1,0,0
"FUN_053332-T1",0,0,0,1,0,0
"FUN_053369-T1",0,0,0,1,0,0
"Sconica_v3_00108-RA",0,0,0,1,0,1
"Sconica_v3_01483-RA",0,0,0,2,15,11
"Sconica_v3_02529-RA",0,0,0,3,3,3
"Sconica_v3_03343-RA",0,0,0,1,3,0
"Sconica_v3_03554-RA",0,0,0,2,3,5
"Sconica_v3_04712-RA",0,0,0,5,6,1
"Sconica_v3_05118-RA",0,0,0,1,4,4
"Sconica_v3_05206-RA",0,0,0,1,0,2
"Sconica_v3_05487-RA",0,0,0,1,1,3
"Sconica_v3_05513-RA",0,0,0,2,0,0
"Sconica_v3_05855-RA",0,0,0,1,1,0
"Sconica_v3_06758-RA",0,0,0,7,1,0
"Sconica_v3_07347-RA",0,0,0,2,2,2
"Sconica_v3_07366-RA",0,0,0,1,2,6
"Sconica_v3_08615-RA",0,0,0,1,1,0
"Sconica_v3_09491-RA",0,0,0,1,0,1
"Sconica_v3_09640-RA",0,0,0,1,16,11
"Sconica_v3_10078-RA",0,0,0,2,3,6
"Sconica_v3_11059-RA",0,0,0,3,1,0
"Sconica_v3_11385-RA",0,0,0,2,5,6
"Sconica_v3_11406-RA",0,0,0,1,1,1
"Sconica_v3_11427-RA",0,0,0,1,2,2
"Sconica_v3_12453-RA",0,0,0,8,0,0
"Sconica_v3_12525-RA",0,0,0,1,0,0
"Sconica_v3_12749-RA",0,0,0,2,9,11
"Sconica_v3_13336-RA",0,0,0,1,0,0
"Sconica_v3_13778-RA",0,0,0,1,0,0
"Sconica_v3_14111-RA",0,0,0,1,0,0
"Sconica_v3_14135-RA",0,0,0,1,0,0
"Sconica_v3_14184-RA",0,0,0,2,2,0
"Sconica_v3_14527-RA",0,0,0,1,2,14
"Sconica_v3_14560-RA",0,0,0,1,1,3
"Sconica_v3_15660-RA",0,0,0,2,0,0
"Sconica_v3_16707-RA",0,0,0,1,0,0
"Sconica_v3_16724-RA",0,0,0,1,0,0
"Sconica_v3_16859-RA",0,0,0,1,3,5
"Sconica_v3_16976-RA",0,0,0,2,6,5
"Sconica_v3_17134-RA",0,0,0,1,8,13
"Sconica_v3_17175-RA",0,0,0,1,5,11
"Sconica_v3_17180-RA",0,0,0,1,0,11
"Sconica_v3_17421-RA",0,0,0,2,0,0
"Sconica_v3_17857-RA",0,0,0,1,0,0
"Sconica_v3_18000-RA",0,0,0,1,5,0
"Sconica_v3_18397-RA",0,0,0,3,0,3
"Sconica_v3_18659-RA",0,0,0,1,0,0
"Sconica_v3_18743-RA",0,0,0,1,7,9
"Sconica_v3_18820-RA",0,0,0,1,0,0
"Sconica_v3_19265-RA",0,0,0,1,0,0
"Sconica_v3_19721-RA",0,0,0,1,0,0
"Sconica_v3_20100-RA",0,0,0,2,1,0
"Sconica_v3_20590-RA",0,0,0,1,0,0
"Sconica_v3_23272-RA",0,0,0,1,0,5
"Sconica_v3_23949-RA",0,0,0,2,4,1
"Sconica_v3_24283-RA",0,0,0,1,0,3
"Sconica_v3_24796-RA",0,0,0,2,4,3
"Sconica_v3_25206-RA",0,0,0,1,0,0
"Sconica_v3_25280-RA",0,0,0,1,0,0
"Sconica_v3_25493-RA",0,0,0,2,1,4
"Sconica_v3_25514-RA",0,0,0,1,1,3
"Sconica_v3_25575-RA",0,0,0,1,0,0
"Sconica_v3_25919-RA",0,0,0,1,1,2
"Sconica_v3_26122-RA",0,0,0,1,0,2
"Sconica_v3_26137-RA",0,0,0,1,6,9
"Sconica_v3_27043-RA",0,0,0,1,1,1
"Sconica_v3_28783-RA",0,0,0,1,0,0
"Sconica_v3_28809-RA",0,0,0,1,0,0
"Sconica_v3_29469-RA",0,0,0,1,0,0
"Sconica_v3_30280-RA",0,0,0,1,2,0
"Sconica_v3_30911-RA",0,0,0,2,0,0
"Sconica_v3_31065-RA",0,0,0,1,0,0
"Sconica_v3_32863-RA",0,0,0,1,0,0
"Sconica_v3_34084-RA",0,0,0,1,0,0
"Sconica_v3_34192-RA",0,0,0,1,7,3
"Sconica_v3_34512-RA",0,0,0,1,0,0
"Sconica_v3_35746-RA",0,0,0,1,0,0
"Sconica_v3_35859-RA",0,0,0,1,9,9
"Sconica_v3_36164-RA",0,0,0,1,8,16
"Sconica_v3_36307-RA",0,0,0,5,3,5
"Sconica_v3_36338-RA",0,0,0,1,0,0
"Sconica_v3_36486-RA",0,0,0,2,0,0
"Sconica_v3_37025-RA",0,0,0,1,0,0
"Sconica_v3_37199-RA",0,0,0,1,0,0
"Sconica_v3_37250-RA",0,0,0,1,0,0
"Sconica_v3_37483-RA",0,0,0,1,0,0
"Sconica_v3_37828-RA",0,0,0,1,0,0
"Sconica_v3_37944-RA",0,0,0,1,2,0
"Sconica_v3_39776-RA",0,0,0,1,0,0
"Sconica_v3_41164-RA",0,0,0,1,0,0
"Sconica_v3_41753-RA",0,0,0,1,0,0
"Sconica_v3_42486-RA",0,0,0,2,1,11
"Sconica_v3_42643-RA",0,0,0,1,0,0
"Sconica_v3_42810-RA",0,0,0,1,5,5
"Sconica_v3_43053-RA",0,0,0,1,0,0
"Sconica_v3_43440-RA",0,0,0,1,0,0
"Sconica_v3_43747-RA",0,0,0,1,0,1
"Sconica_v3_44819-RA",0,0,0,1,0,0
"Sconica_v3_45634-RA",0,0,0,1,0,0
"Sconica_v3_46015-RA",0,0,0,1,11,8
"Sconica_v3_46642-RA",0,0,0,1,0,0
"Sconica_v3_46679-RA",0,0,0,1,2,1
"Sconica_v3_46680-RA",0,0,0,10,0,0
"Sconica_v3_46757-RA",0,0,0,1,0,0
"Sconica_v3_46914-RA",0,0,0,1,5,3
"Sconica_v3_47801-RA",0,0,0,1,0,0
"Sconica_v3_48346-RA",0,0,0,2,1,0
"Sconica_v3_48443-RA",0,0,0,1,0,0
"Sconica_v3_48641-RA",0,0,0,1,4,3
"Sconica_v3_51828-RA",0,0,0,1,3,4
"Sconica_v3_52789-RA",0,0,0,1,2,2
"Sconica_v3_52905-RA",0,0,0,2,0,0
"Sconica_v3_52923-RA",0,0,0,3,0,0
"Sconica_v3_52962-RA",0,0,0,3,11,8
"Sconica_v3_52989-RA",0,0,0,1,0,0
"Sconica_v3_53006-RA",0,0,0,1,4,6
"Sconica_v3_53013-RA",0,0,0,1,2,0
"Sconica_v3_53269-RA",0,0,0,1,1,4
"Sconica_v3_54991-RA",0,0,0,1,0,0
"Sconica_v3_55044-RA",0,0,0,1,0,0
"Sconica_v3_55695-RA",0,0,0,1,0,0
"Sconica_v3_57362-RA",0,0,0,3,9,4
"Sconica_v3_58170-RA",0,0,0,4,2,3
"mito_cox1",0,0,0,3,1,0
"mito_nad6",0,0,0,2,0,0
"plastid_psaJ",0,0,0,1,0,0
"Chr01-anno1.g58184.t1",0,0,0,0,2,0
"Chr01-anno1.g58419.t1",0,0,0,0,1,3
"Chr01-anno1.g58473.t1",0,0,0,0,1,2
"Chr01-anno1.g58696.t1",0,0,0,0,6,9
"Chr01-anno1.g58706.t1",0,0,0,0,1,2
"Chr01-anno1.g59067.t1",0,0,0,0,1,0
"Chr01-anno1.g61074.t1",0,0,0,0,6,2
"Chr01-anno1.g61176.t1",0,0,0,0,1,1
"Chr01-anno1.g61667.t1",0,0,0,0,1,5
"Chr01-anno1.g61738.t1",0,0,0,0,1,3
"Chr01-anno1.g61978.t1",0,0,0,0,2,2
"Chr01-anno1.g62473.t1",0,0,0,0,1,0
"Chr01-anno1.g62477.t1",0,0,0,0,1,0
"Chr01-anno1.g63586.t1",0,0,0,0,3,0
"Chr01-anno1.g63655.t1",0,0,0,0,1,2
"Chr01-anno1.g63837.t1",0,0,0,0,4,4
"Chr01-anno1.g63840.t1",0,0,0,0,1,0
"Chr01-anno1.g63868.t1",0,0,0,0,7,5
"Chr01-anno1.g64044.t1",0,0,0,0,2,1
"Chr01-anno1.g64179.t1",0,0,0,0,1,1
"Chr01-anno1.g64237.t1",0,0,0,0,1,1
"Chr01-anno1.g64256.t1",0,0,0,0,10,0
"Chr01-anno1.g64308.t1",0,0,0,0,3,1
"Chr01-anno1.g64390.t1",0,0,0,0,3,4
"Chr01-anno1.g64616.t1",0,0,0,0,1,1
"Chr01-anno1.g64620.t1",0,0,0,0,4,5
"Chr01-anno1.g64665.t1",0,0,0,0,3,3
"Chr01-anno1.g64704.t1",0,0,0,0,1,0
"Chr01-anno1.g64715.t1",0,0,0,0,1,4
"Chr01-anno1.g64806.t1",0,0,0,0,1,0
"Chr01-anno1.g64839.t1",0,0,0,0,1,3
"Chr01-anno1.g64853.t1",0,0,0,0,5,7
"Chr01-anno1.g64863.t1",0,0,0,0,3,0
"Chr01-anno1.g64929.t1",0,0,0,0,1,0
"Chr01-anno2.g48250.t1",0,0,0,0,1,4
"Chr01-anno2.g48983.t1",0,0,0,0,6,4
"Chr01-anno2.g49560.t1",0,0,0,0,1,2
"Chr01-anno2.g49922.t1",0,0,0,0,1,1
"Chr01-anno2.g50470.t1",0,0,0,0,2,0
"Chr01-anno2.g51024.t1",0,0,0,0,1,4
"Chr01-anno2.g51451.t1",0,0,0,0,1,1
"Chr01-anno2.g51543.t1",0,0,0,0,3,5
"Chr01-long_reads1.PB.367.1",0,0,0,0,3,5
"Chr01-long_reads1.PB.44.1",0,0,0,0,1,0
"Chr01-long_reads1.PB.473.6",0,0,0,0,1,1
"Chr02-anno1.g20309.t1",0,0,0,0,1,0
"Chr02-anno1.g20377.t1",0,0,0,0,1,0
"Chr02-anno1.g20428.t1",0,0,0,0,1,0
"Chr02-anno1.g20666.t1",0,0,0,0,1,0
"Chr02-anno1.g20679.t1",0,0,0,0,9,9
"Chr02-anno1.g20827.t1",0,0,0,0,1,2
"Chr02-anno1.g20839.t1",0,0,0,0,2,0
"Chr02-anno1.g20957.t1",0,0,0,0,4,0
"Chr02-anno1.g21268.t1",0,0,0,0,3,3
"Chr02-anno1.g21269.t1",0,0,0,0,1,2
"Chr02-anno1.g21436.t1",0,0,0,0,1,0
"Chr02-anno1.g21609.t1",0,0,0,0,1,0
"Chr02-anno1.g21749.t1",0,0,0,0,1,0
"Chr02-anno1.g22381.t1",0,0,0,0,3,7
"Chr02-anno1.g23633.t1",0,0,0,0,2,2
"Chr02-anno1.g23873.t1",0,0,0,0,1,0
"Chr02-anno1.g23898.t1",0,0,0,0,6,4
"Chr02-anno1.g24229.t1",0,0,0,0,2,1
"Chr02-anno1.g24545.t1",0,0,0,0,1,2
"Chr02-anno1.g24923.t1",0,0,0,0,1,1
"Chr02-anno1.g24933.t1",0,0,0,0,7,6
"Chr02-anno1.g25143.t1",0,0,0,0,3,4
"Chr02-anno1.g25295.t1",0,0,0,0,2,0
"Chr02-anno1.g25475.t1",0,0,0,0,1,0
"Chr02-anno1.g26113.t1",0,0,0,0,3,6
"Chr02-anno1.g26553.t1",0,0,0,0,1,2
"Chr02-anno1.g26596.t1",0,0,0,0,1,1
"Chr02-anno1.g26603.t1",0,0,0,0,3,1
"Chr02-anno1.g26604.t1",0,0,0,0,1,1
"Chr02-anno1.g26605.t1",0,0,0,0,1,1
"Chr02-anno1.g27074.t1",0,0,0,0,2,2
"Chr02-anno1.g27507.t1",0,0,0,0,6,4
"Chr02-anno1.g27509.t1",0,0,0,0,2,3
"Chr02-anno1.g27528.t1",0,0,0,0,1,0
"Chr02-anno2.g11595.t1",0,0,0,0,4,4
"Chr02-anno2.g12405.t1",0,0,0,0,3,2
"Chr02-anno2.g13157.t1",0,0,0,0,1,1
"Chr02-anno2.g13384.t1",0,0,0,0,4,10
"Chr02-anno2.g13559.t1",0,0,0,0,2,0
"Chr02-anno2.g14985.t1",0,0,0,0,1,0
"Chr02-anno2.g8399.t1",0,0,0,0,1,0
"Chr02-long_reads1.PB.592.2",0,0,0,0,1,1
"Chr02-long_reads1.PB.703.3",0,0,0,0,3,1
"Chr02-long_reads1.PB.851.1",0,0,0,0,5,8
"Chr02-long_reads1.PB.859.3",0,0,0,0,1,2
"Chr02-long_reads1.PB.936.1",0,0,0,0,1,0
"Chr03-anno1.g51663.t1",0,0,0,0,1,0
"Chr03-anno1.g51739.t1",0,0,0,0,1,3
"Chr03-anno1.g52015.t1",0,0,0,0,4,9
"Chr03-anno1.g52220.t1",0,0,0,0,2,6
"Chr03-anno1.g52362.t1",0,0,0,0,4,3
"Chr03-anno1.g52645.t1",0,0,0,0,3,2
"Chr03-anno1.g53141.t1",0,0,0,0,2,3
"Chr03-anno1.g53200.t1",0,0,0,0,2,0
"Chr03-anno1.g53306.t1",0,0,0,0,1,1
"Chr03-anno1.g53459.t1",0,0,0,0,2,3
"Chr03-anno1.g53462.t1",0,0,0,0,1,3
"Chr03-anno1.g55424.t1",0,0,0,0,5,6
"Chr03-anno1.g55536.t1",0,0,0,0,3,2
"Chr03-anno1.g55546.t1",0,0,0,0,1,3
"Chr03-anno1.g55589.t1",0,0,0,0,2,0
"Chr03-anno1.g55635.t2",0,0,0,0,3,1
"Chr03-anno1.g55694.t1",0,0,0,0,1,1
"Chr03-anno1.g56065.t1",0,0,0,0,1,1
"Chr03-anno1.g56104.t1",0,0,0,0,1,1
"Chr03-anno1.g56559.t1",0,0,0,0,2,1
"Chr03-anno1.g56573.t1",0,0,0,0,1,0
"Chr03-anno1.g56834.t1",0,0,0,0,6,10
"Chr03-anno1.g56964.t1",0,0,0,0,1,7
"Chr03-anno1.g57036.t1",0,0,0,0,1,0
"Chr03-anno1.g57047.t1",0,0,0,0,1,4
"Chr03-anno1.g57108.t1",0,0,0,0,4,8
"Chr03-anno1.g57210.t1",0,0,0,0,1,3
"Chr03-anno1.g57219.t1",0,0,0,0,4,3
"Chr03-anno1.g57234.t1",0,0,0,0,4,4
"Chr03-anno1.g57235.t1",0,0,0,0,1,2
"Chr03-anno1.g57263.t1",0,0,0,0,1,0
"Chr03-anno1.g57405.t1",0,0,0,0,6,6
"Chr03-anno1.g57435.t1",0,0,0,0,1,0
"Chr03-anno1.g57845.t1",0,0,0,0,1,0
"Chr03-anno1.g57873.t1",0,0,0,0,2,4
"Chr03-anno1.g58056.t1",0,0,0,0,1,3
"Chr03-anno2.g16299.t1",0,0,0,0,2,3
"Chr03-anno2.g16466.t2",0,0,0,0,1,5
"Chr03-anno2.g16860.t1",0,0,0,0,1,0
"Chr03-anno2.g17130.t2",0,0,0,0,5,4
"Chr03-anno2.g18342.t1",0,0,0,0,1,6
"Chr03-anno2.g18448.t1",0,0,0,0,2,1
"Chr03-anno2.g18458.t1",0,0,0,0,1,2
"Chr03-anno2.g18797.t1",0,0,0,0,5,0
"Chr03-anno2.g19279.t1",0,0,0,0,3,1
"Chr03-anno2.g21955.t1",0,0,0,0,4,6
"Chr03-anno2.g22532.t2",0,0,0,0,3,4
"Chr03-anno2.g22682.t1",0,0,0,0,2,6
"Chr03-long_reads1.PB.1232.1",0,0,0,0,1,1
"Chr03-long_reads1.PB.1241.1",0,0,0,0,1,3
"Chr03-long_reads1.PB.1270.5",0,0,0,0,2,0
"Chr03-long_reads1.PB.1349.5",0,0,0,0,1,2
"Chr03-long_reads1.PB.1520.1",0,0,0,0,2,1
"Chr04-anno1.g45230.t1",0,0,0,0,1,0
"Chr04-anno1.g45499.t1",0,0,0,0,4,5
"Chr04-anno1.g45785.t1",0,0,0,0,1,2
"Chr04-anno1.g45825.t1",0,0,0,0,1,0
"Chr04-anno1.g46171.t1",0,0,0,0,1,0
"Chr04-anno1.g46389.t1",0,0,0,0,1,2
"Chr04-anno1.g46547.t1",0,0,0,0,2,0
"Chr04-anno1.g47062.t1",0,0,0,0,8,6
"Chr04-anno1.g47504.t1",0,0,0,0,1,0
"Chr04-anno1.g49714.t1",0,0,0,0,6,4
"Chr04-anno1.g49792.t1",0,0,0,0,1,3
"Chr04-anno1.g50275.t1",0,0,0,0,1,3
"Chr04-anno1.g50425.t1",0,0,0,0,1,1
"Chr04-anno1.g50516.t1",0,0,0,0,2,10
"Chr04-anno1.g50657.t1",0,0,0,0,3,1
"Chr04-anno1.g50909.t1",0,0,0,0,2,2
"Chr04-anno1.g51347.t1",0,0,0,0,1,0
"Chr04-anno2.g23838.t1",0,0,0,0,1,2
"Chr04-anno2.g24006.t1",0,0,0,0,1,1
"Chr04-anno2.g24404.t1",0,0,0,0,1,0
"Chr04-anno2.g25586.t1",0,0,0,0,3,9
"Chr04-anno2.g26750.t1",0,0,0,0,2,1
"Chr04-anno2.g29693.t1",0,0,0,0,1,2
"Chr04-anno2.g29698.t1",0,0,0,0,2,4
"Chr04-anno2.g31080.t1",0,0,0,0,2,0
"Chr04-long_reads1.PB.1834.1",0,0,0,0,4,4
"Chr04-long_reads1.PB.1879.1",0,0,0,0,1,3
"Chr04-long_reads1.PB.1888.1",0,0,0,0,1,3
"Chr04-long_reads1.PB.1944.1",0,0,0,0,2,1
"Chr04-long_reads1.PB.2019.1",0,0,0,0,1,1
"Chr04-long_reads1.PB.2198.1",0,0,0,0,2,1
"Chr05-anno1.g10330.t1",0,0,0,0,1,0
"Chr05-anno1.g10807.t1",0,0,0,0,1,1
"Chr05-anno1.g11607.t1",0,0,0,0,3,2
"Chr05-anno1.g11653.t1",0,0,0,0,1,1
"Chr05-anno1.g11751.t1",0,0,0,0,1,1
"Chr05-anno1.g11795.t1",0,0,0,0,2,11
"Chr05-anno1.g11939.t1",0,0,0,0,2,0
"Chr05-anno1.g12022.t1",0,0,0,0,2,0
"Chr05-anno1.g12037.t1",0,0,0,0,1,0
"Chr05-anno1.g12197.t1",0,0,0,0,2,0
"Chr05-anno1.g12210.t1",0,0,0,0,1,0
"Chr05-anno1.g12222.t1",0,0,0,0,2,5
"Chr05-anno1.g12581.t1",0,0,0,0,3,4
"Chr05-anno1.g12710.t1",0,0,0,0,5,6
"Chr05-anno1.g12891.t1",0,0,0,0,11,21
"Chr05-anno1.g13080.t1",0,0,0,0,4,4
"Chr05-anno1.g6184.t1",0,0,0,0,1,2
"Chr05-anno1.g6250.t1",0,0,0,0,3,0
"Chr05-anno1.g6323.t1",0,0,0,0,1,0
"Chr05-anno1.g6352.t1",0,0,0,0,1,0
"Chr05-anno1.g6468.t1",0,0,0,0,9,9
